Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date,Location
050232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,8055435353,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"1911 JOHNSON AVE
SAN LUIS OBISPO, CA 93401
(35.278437, -120.650015)"
140155,PRESENCE ST MARYS HOSPITAL,500 W COURT ST,KANKAKEE,IL,60901,KANKAKEE,8159372490,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"500 W COURT ST
KANKAKEE, IL 60901
(41.121113, -87.871768)"
060028,SAINT JOSEPH HOSPITAL,1375 EAST 19TH AVE,DENVER,CO,80218,DENVER,3038122000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,01/01/2014,12/31/2014,"1375 EAST 19TH AVE
DENVER, CO 80218
(39.745722, -104.972135)"
110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,RICHMOND,7067216569,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"1120 15TH STREET
AUGUSTA, GA 30912
(33.471029, -81.991453)"
010040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,2564944000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,01/01/2014,12/31/2014,"1007 GOODYEAR AVENUE
GADSDEN, AL 35903
(34.009389, -85.96752)"
120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,MAUI,8084425101,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,01/01/2014,12/31/2014,"221 MAHALANI STREET
WAILUKU, HI 96793
(20.884455, -156.488087)"
100001,UF HEALTH JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,FL,32209,DUVAL,9042440411,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,01/01/2014,12/31/2014,"655 W 8TH ST
JACKSONVILLE, FL 32209
(30.346799, -81.664228)"
050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,01/01/2014,12/31/2014,"38600 MEDICAL CENTER DRIVE
PALMDALE, CA 93552
(34.585649, -118.143668)"
110016,WELLSTAR WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,TROUP,7068821411,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,01/01/2014,12/31/2014,"1514 VERNON ROAD
LAGRANGE, GA 30240
(33.030172, -85.058365)"
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,PIKE,3346705000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"1330 HIGHWAY 231 SOUTH
TROY, AL 36081
(31.780399, -85.945768)"
140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,60640,COOK,7732719040,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,01/01/2014,12/31/2014,"5025 N PAULINA STREET
CHICAGO, IL 60640
(41.973262, -87.671141)"
030061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,6238324000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,01/01/2014,12/31/2014,"10401 WEST THUNDERBIRD BOULEVARD
SUN CITY, AZ 85351
(33.604802, -112.28344)"
040041,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,POPE,4799682841,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"1808 WEST MAIN STREET
RUSSELLVILLE, AR 72801
(35.28286, -93.149908)"
010022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"400 NORTHWOOD DR
CENTRE, AL 35960
(34.162761, -85.65142)"
050118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,01/01/2014,12/31/2014,"1205 E NORTH STREET
MANTECA, CA 95336
(37.801087, -121.19691)"
050704,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,8189043100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.15,,01/01/2014,12/31/2014,"14850 ROSCOE BLVD
PANORAMA CITY, CA 91402
(34.221494, -118.456802)"
100034,MOUNT SINAI MEDICAL CENTER,4300 ALTON RD,MIAMI BEACH,FL,33140,MIAMI-DADE,3056742121,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,01/01/2014,12/31/2014,"4300 ALTON RD
MIAMI BEACH, FL 33140
(25.815123, -80.137888)"
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,KEALAKEKUA,HI,96750,HAWAII,8083229311,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.86,,01/01/2014,12/31/2014,"79-1019 HAUKAPILA STREET
KEALAKEKUA, HI 96750
(19.519236, -155.917729)"
130003,ST JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,LEWISTON,ID,83501,NEZ PERCE,2087995300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"415 SIXTH STREET
LEWISTON, ID 83501
(46.417121, -117.024997)"
050335,SONORA REGIONAL MEDICAL CENTER,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,2095323161,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.83,,01/01/2014,12/31/2014,"1000 GREENLEY ROAD
SONORA, CA 95370
(37.976728, -120.369442)"
110039,TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO RD,AUGUSTA,GA,30904,RICHMOND,7064817000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"2260 WRIGHTSBORO RD
AUGUSTA, GA 30904
(33.467675, -82.017889)"
060116,GOOD SAMARITAN MEDICAL CENTER,200 EXEMPLA CIRCLE,LAFAYETTE,CO,80026,BOULDER,3036894000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"200 EXEMPLA CIRCLE
LAFAYETTE, CO 80026
(39.96931, -105.083203)"
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,7149932000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,01/01/2014,12/31/2014,"1301 N ROSE DRIVE
PLACENTIA, CA 92870
(33.886612, -117.842096)"
030117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,MOHAVE,9287887252,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.88,,01/01/2014,12/31/2014,"5330 SOUTH HIGHWAY 95
FORT MOHAVE, AZ 86426
(35.004167, -114.597968)"
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,3237261222,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.1,,01/01/2014,12/31/2014,"309 W BEVERLY BLVD
MONTEBELLO, CA 90640
(34.016024, -118.100487)"
110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,FULTON,4046164252,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"80 JESSE HILL, JR DRIVE SE
ATLANTA, GA 30303
(33.752279, -84.382475)"
050075,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 W MACARTHUR BOULEVARD,OAKLAND,CA,94611,ALAMEDA,5107521000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.89,,01/01/2014,12/31/2014,"275 W MACARTHUR BOULEVARD
OAKLAND, CA 94611
(37.823941, -122.257721)"
100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,CHARLOTTE,9416291181,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,01/01/2014,12/31/2014,"21298 OLEAN BLVD
PORT CHARLOTTE, FL 33952
(26.987872, -82.097729)"
130002,ST LUKE'S MAGIC VALLEY RMC,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,TWIN FALLS,2088141000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,01/01/2014,12/31/2014,"801 POLE LINE ROAD WEST
TWIN FALLS, ID 83301
(42.59159, -114.493131)"
050167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,2094686000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"500 W HOSPITAL ROAD
FRENCH CAMP, CA 95231
(37.886493, -121.28206)"
030103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,MARICOPA,4803422000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,01/01/2014,12/31/2014,"5777 EAST MAYO BOULEVARD
PHOENIX, AZ 85054
(33.663306, -111.955634)"
110089,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,GA,31533,COFFEE,2293841900,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.88,,01/01/2014,12/31/2014,"1101 OCILLA ROAD
DOUGLAS, GA 31533
(31.509589, -82.86346)"
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,2095645000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,01/01/2014,12/31/2014,"333 MERCY AVENUE
MERCED, CA 95340
(37.340123, -120.465214)"
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVE,BERKELEY,CA,94705,ALAMEDA,5102044444,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,01/01/2014,12/31/2014,"2450 ASHBY AVE
BERKELEY, CA 94705
(37.856488, -122.257329)"
140167,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN STREET,WATSEKA,IL,60970,IROQUOIS,8154325201,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,01/01/2014,12/31/2014,"200 FAIRMAN STREET
WATSEKA, IL 60970
(40.765497, -87.730995)"
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,3108323311,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,01/01/2014,12/31/2014,"1300 W 7TH ST
SAN PEDRO, CA 90732
(33.737928, -118.305005)"
060003,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVENUE,LONGMONT,CO,80501,BOULDER,3036515111,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,01/01/2014,12/31/2014,"1950 MOUNTAIN VIEW AVENUE
LONGMONT, CO 80501
(40.181323, -105.125207)"
110064,MIDTOWN MEDICAL CENTER,710 CENTER ST BOX 951,COLUMBUS,GA,31901,MUSCOGEE,7065711000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,01/01/2014,12/31/2014,"710 CENTER ST BOX 951
COLUMBUS, GA 31901
(32.481728, -84.982008)"
140292,ADVENTIST GLENOAKS,701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,60139,DUPAGE,6305456160,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,01/01/2014,12/31/2014,"701 WINTHROP AVENUE
GLENDALE HEIGHTS, IL 60139
(41.915166, -88.058597)"
110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,FULTON,6788435720,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,01/01/2014,12/31/2014,"5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA 30342
(33.908634, -84.35182)"
070016,SAINT MARYS HOSPITAL,56 FRANKLIN ST,WATERBURY,CT,06706,NEW HAVEN,2035746000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,01/01/2014,12/31/2014,"56 FRANKLIN ST
WATERBURY, CT 06706
(41.552251, -73.036041)"
100014,FLORIDA HOSPITAL NEW SMYRNA,401 PALMETTO ST,NEW SMYRNA BEACH,FL,32170,VOLUSIA,3864245000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"401 PALMETTO ST
NEW SMYRNA BEACH, FL 32170
(29.021174, -80.922903)"
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,7800 US HWY 98 W,MIRAMAR BEACH,FL,32550,WALTON,8502783600,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,01/01/2014,12/31/2014,"7800 US HWY 98 W
MIRAMAR BEACH, FL 32550
(30.376925, -86.307354)"
100105,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,FL,32960,INDIAN RIVER,7725674311,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,01/01/2014,12/31/2014,"1000 36TH ST
VERO BEACH, FL 32960
(27.658443, -80.396876)"
050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.15,,01/01/2014,12/31/2014,"1050 LINDEN AVE
LONG BEACH, CA 90813
(33.779901, -118.186685)"
100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,POLK,8636871100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,01/01/2014,12/31/2014,"1324 LAKELAND HILLS BLVD
LAKELAND, FL 33805
(28.059671, -81.953248)"
140093,PRESENCE UNITED SAMARITANS MEDICAL CENTER,812 N LOGAN,DANVILLE,IL,61832,VERMILION,2174435000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"812 N LOGAN
DANVILLE, IL 61832
(40.137351, -87.644912)"
140143,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,61362,BUREAU,8156641176,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,01/01/2014,12/31/2014,"600 E 1ST ST
SPRING VALLEY, IL 61362
(41.328409, -89.192633)"
100032,BAYFRONT HEALTH - ST PETERSBURG,701 6TH ST S,SAINT PETERSBURG,FL,33701,PINELLAS,7278231234,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,01/01/2014,12/31/2014,"701 6TH ST S
SAINT PETERSBURG, FL 33701
(27.763228, -82.641663)"
050093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,FRESNO,5594503000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"1303 E HERNDON AVE
FRESNO, CA 93710
(36.837102, -119.765878)"
140091,THE CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,CHAMPAIGN,2173833311,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,01/01/2014,12/31/2014,"611 WEST PARK STREET
URBANA, IL 61801
(40.117423, -88.213888)"
010008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,01/01/2014,12/31/2014,"101 HOSPITAL CIRCLE
LUVERNE, AL 36049
(31.692595, -86.266156)"
060103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,100 HEALTH PARK DRIVE,LOUISVILLE,CO,80027,BOULDER,3036731000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"100 HEALTH PARK DRIVE
LOUISVILLE, CO 80027
(39.950847, -105.149157)"
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,5203275461,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"5301 EAST GRANT ROAD
TUCSON, AZ 85712
(32.250749, -110.880169)"
050025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,6195436222,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"200 WEST ARBOR DRIVE
SAN DIEGO, CA 92103
(32.753717, -117.165914)"
030083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,6029235000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"3929 EAST BELL ROAD
PHOENIX, AZ 85032
(33.640603, -111.997692)"
140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,COOK,7738849000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.12,,01/01/2014,12/31/2014,"2701 W 68TH STREET
CHICAGO, IL 60629
(41.770016, -87.691622)"
050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156681000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"450 STANYAN ST
SAN FRANCISCO, CA 94117
(37.77384, -122.454495)"
050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,8183641555,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,01/01/2014,12/31/2014,"14445 OLIVE VIEW DRIVE
SYLMAR, CA 91342
(34.325912, -118.445513)"
010073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,AL,36251,CLAY,2563542131,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,01/01/2014,12/31/2014,"83825 HIGHWAY 9 P O BOX 1270
ASHLAND, AL 36251
(33.276548, -85.823789)"
110130,IRWIN COUNTY HOSPITAL,710 N IRWIN AVENUE,OCILLA,GA,31774,IRWIN,2294683845,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,01/01/2014,12/31/2014,"710 N IRWIN AVENUE
OCILLA, GA 31774
(31.602689, -83.250332)"
100255,TAMPA COMMUNITY HOSPITAL,6001 WEBB RD,TAMPA,FL,33615,HILLSBOROUGH,8138827159,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,01/01/2014,12/31/2014,"6001 WEBB RD
TAMPA, FL 33615
(28.00224, -82.575148)"
070007,LAWRENCE & MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,CT,06320,NEW LONDON,8604420711,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,01/01/2014,12/31/2014,"365 MONTAUK AVE
NEW LONDON, CT 06320
(41.336429, -72.103074)"
140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DUPAGE,6308331400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,01/01/2014,12/31/2014,"155 EAST BRUSH HILL ROAD
ELMHURST, IL 60126
(41.861666, -87.934848)"
010109,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON DRIVE,CARROLLTON,AL,35447,PICKENS,2053678111,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.89,,01/01/2014,12/31/2014,"241 ROBERT K WILSON DRIVE
CARROLLTON, AL 35447
(33.274807, -88.089673)"
040119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503,INDEPENDENCE,8702621200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"1710 HARRISON STREET
BATESVILLE, AR 72503
(35.769538, -91.632939)"
050498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,5308884500,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,01/01/2014,12/31/2014,"11815 EDUCATION STREET
AUBURN, CA 95603
(38.944311, -121.100232)"
100053,HIALEAH HOSPITAL,651 E 25TH ST,HIALEAH,FL,33013,MIAMI-DADE,3056936100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,01/01/2014,12/31/2014,"651 E 25TH ST
HIALEAH, FL 33013
(25.844931, -80.268881)"
010090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,MOBILE,2516331000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,01/01/2014,12/31/2014,"6801 AIRPORT BOULEVARD
MOBILE, AL 36608
(30.681482, -88.197854)"
100181,LARKIN COMMUNITY HOSPITAL,7031 SW 62ND AVE,SOUTH MIAMI,FL,33143,MIAMI-DADE,3052847500,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,01/01/2014,12/31/2014,"7031 SW 62ND AVE
SOUTH MIAMI, FL 33143
(25.705493, -80.293469)"
010044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,MARION,2059216200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.89,,01/01/2014,12/31/2014,"1256 MILITARY STREET SOUTH
HAMILTON, AL 35570
(34.126444, -87.989825)"
140033,VISTA MEDICAL CENTER WEST,2615 WASHINGTON ST,WAUKEGAN,IL,60085,LAKE,8472493900,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.79,,01/01/2014,12/31/2014,"2615 WASHINGTON ST
WAUKEGAN, IL 60085
(42.359413, -87.86646)"
050732,FRESNO HEART AND SURGICAL HOSPITAL,15 EAST AUDUBON DRIVE,FRESNO,CA,93720,FRESNO,5594338000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"15 EAST AUDUBON DRIVE
FRESNO, CA 93720
(36.860955, -119.789293)"
010033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"619 SOUTH 19TH STREET
BIRMINGHAM, AL 35233
(33.506129, -86.801922)"
050121,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,HANFORD,CA,93230,KINGS,2094107200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,01/01/2014,12/31/2014,"115 MALL DRIVE
HANFORD, CA 93230
(36.323877, -119.669005)"
010024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,01/01/2014,12/31/2014,"1725 PINE STREET
MONTGOMERY, AL 36106
(32.366605, -86.285267)"
050280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,SHASTA,5302256102,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"2175 ROSALINE AVE, CLAIRMONT HGTS
REDDING, CA 96001
(40.522793, -122.384488)"
050701,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,9516966000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,01/01/2014,12/31/2014,"25500 MEDICAL CENTER DRIVE
MURRIETA, CA 92562
(33.557703, -117.18487)"
010006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"205 MARENGO STREET
FLORENCE, AL 35631
(34.79366, -87.684348)"
060044,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,FORT MORGAN,CO,80701,MORGAN,9708673391,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,01/01/2014,12/31/2014,"1000 LINCOLN ST
FORT MORGAN, CO 80701
(40.259344, -103.79621)"
050580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,7146707400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.13,,01/01/2014,12/31/2014,"7901 WALKER STREET
LA PALMA, CA 90623
(33.847845, -118.037254)"
010046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,ETOWAH,2565435200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,01/01/2014,12/31/2014,"600 SOUTH THIRD STREET
GADSDEN, AL 35901
(34.003811, -86.004086)"
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,8183753333,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.85,,01/01/2014,12/31/2014,"13652 CANTARA ST
PANORAMA CITY, CA 91402
(34.219847, -118.430299)"
040036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,AR,72117,PULASKI,5012023000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"3333 SPRINGHILL DRIVE
NORTH LITTLE ROCK, AR 72117
(34.784075, -92.218633)"
050766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,5307495700,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"455 PLUMAS BLVD
YUBA CITY, CA 95991
(39.130925, -121.61399)"
